title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Storm Returns,2018,"Drama, Drama",Kabir Khan,"Sidharth Malhotra, Ranveer Singh, Shah Rukh Khan",164,256.85,225.59,6.1,0
Love Rising,2018,"Mystery, Crime",Farhan Akhtar,"Sidharth Malhotra, Tiger Shroff, Kartik Aaryan",97,113.6,346.76,8.6,2
Heart Chronicles,2018,"Drama, Fantasy",Anurag Kashyap,"Kartik Aaryan, Akshay Kumar, Hrithik Roshan",173,280.72,965.38,4.5,2
Love Forever,2018,"Mystery, Action",Ayan Mukerji,"Varun Dhawan, Aamir Khan, Salman Khan",117,28.51,83.27,4.8,2
Storm Affair,2018,"Thriller, Action",Ayan Mukerji,"Tiger Shroff, Kartik Aaryan, Akshay Kumar",173,251.2,660.94,5.5,2
Dream Chronicles,2018,"Action, Adventure",S. S. Rajamouli,"Aamir Khan, Hrithik Roshan, Akshay Kumar",116,139.46,200.95,5.7,1
Dream Returns,2018,"Drama, Horror",Sanjay Leela Bhansali,"Ranbir Kapoor, Kartik Aaryan, Sidharth Malhotra",107,181.58,324.93,6.2,1
Love Forever,2018,"Horror, Romance",S. S. Rajamouli,"Ranbir Kapoor, Vicky Kaushal, Hrithik Roshan",111,13.23,26.65,4.1,2
King Code,2018,"Fantasy, Horror",Rajkumar Hirani,"Sidharth Malhotra, Akshay Kumar, Ranveer Singh",137,288.65,336.29,5.8,1
Hope Code,2018,"Comedy, Crime",Rajkumar Hirani,"Ayushmann Khurrana, Sidharth Malhotra, Ranbir Kapoor",106,220.07,351.47,6.3,1
War Affair,2018,"Comedy, Comedy",Ayan Mukerji,"Tiger Shroff, Ranveer Singh, Hrithik Roshan",133,213.11,514.59,7.2,2
Revenge Chronicles,2018,"Drama, Comedy",Rohit Shetty,"Varun Dhawan, Ranveer Singh, Ayushmann Khurrana",144,117.24,146.77,4.0,1
King Saga,2018,"Crime, Romance",Farhan Akhtar,"Rajkummar Rao, Shah Rukh Khan, Tiger Shroff",107,167.22,166.94,7.6,0
Love Unleashed,2018,"Adventure, Adventure",Farhan Akhtar,"Kartik Aaryan, Tiger Shroff, Ranveer Singh",107,126.53,181.5,5.6,1
Love Awakens,2018,"Thriller, Comedy",Rohit Shetty,"Ranveer Singh, Kartik Aaryan, Tiger Shroff",114,185.78,376.81,4.7,2
Revenge Saga,2018,"Fantasy, Action",S. S. Rajamouli,"Akshay Kumar, Salman Khan, Vicky Kaushal",122,211.36,304.36,5.1,1
War Returns,2018,"Mystery, Adventure",Kabir Khan,"Aamir Khan, Ayushmann Khurrana, Sidharth Malhotra",120,140.36,181.5,8.7,1
Heart Diaries,2018,"Drama, Fantasy",Ayan Mukerji,"Hrithik Roshan, Shah Rukh Khan, Akshay Kumar",131,238.47,400.77,8.5,1
Dream Forever,2018,"Horror, Drama",S. S. Rajamouli,"Varun Dhawan, Rajkummar Rao, Tiger Shroff",122,12.47,13.52,9.4,1
Storm Unleashed,2018,"Crime, Romance",Farhan Akhtar,"Salman Khan, Hrithik Roshan, Ranveer Singh",156,78.68,63.81,7.6,0
War Code,2018,"Drama, Drama",Kabir Khan,"Varun Dhawan, Rajkummar Rao, Sidharth Malhotra",179,281.08,882.43,7.3,2
Storm Forever,2018,"Romance, Thriller",S. S. Rajamouli,"Ayushmann Khurrana, Ranbir Kapoor, Hrithik Roshan",106,105.87,69.25,7.7,0
Night Affair,2018,"Crime, Crime",Imtiaz Ali,"Ayushmann Khurrana, Aamir Khan, Hrithik Roshan",157,116.67,227.92,6.7,1
Shadow Saga,2018,"Adventure, Action",Rohit Shetty,"Tiger Shroff, Ranveer Singh, Hrithik Roshan",96,163.94,429.06,9.4,2
Night Unleashed,2018,"Mystery, Crime",Zoya Akhtar,"Salman Khan, Tiger Shroff, Ranveer Singh",97,20.35,67.54,7.7,2
Shadow Awakens,2018,"Romance, Drama",Anurag Kashyap,"Hrithik Roshan, Kartik Aaryan, Ayushmann Khurrana",130,187.29,415.81,8.8,2
Revenge Code,2018,"Comedy, Action",Farhan Akhtar,"Aamir Khan, Sidharth Malhotra, Varun Dhawan",137,264.08,831.59,5.4,2
War Awakens,2018,"Drama, Horror",Zoya Akhtar,"Tiger Shroff, Salman Khan, Aamir Khan",129,290.33,772.49,7.0,2
Shadow Forever,2018,"Mystery, Romance",Zoya Akhtar,"Hrithik Roshan, Ayushmann Khurrana, Sidharth Malhotra",167,125.29,377.52,5.9,2
Storm Forever,2018,"Comedy, Fantasy",Ayan Mukerji,"Hrithik Roshan, Tiger Shroff, Ayushmann Khurrana",152,214.37,569.8,4.8,2
War Saga,2018,"Action, Adventure",Sanjay Leela Bhansali,"Ranbir Kapoor, Akshay Kumar, Shah Rukh Khan",170,83.28,80.65,5.3,0
King Rising,2018,"Drama, Fantasy",Ayan Mukerji,"Ranbir Kapoor, Kartik Aaryan, Varun Dhawan",170,292.57,691.46,7.4,2
War Affair,2018,"Mystery, Crime",Rajkumar Hirani,"Rajkummar Rao, Vicky Kaushal, Kartik Aaryan",136,123.01,136.37,6.4,1
King Chronicles,2018,"Horror, Thriller",Rohit Shetty,"Salman Khan, Shah Rukh Khan, Varun Dhawan",98,98.04,147.0,7.0,1
Storm Chronicles,2018,"Romance, Drama",Rajkumar Hirani,"Salman Khan, Aamir Khan, Shah Rukh Khan",162,223.75,356.75,4.9,1
Revenge Chronicles,2018,"Mystery, Adventure",Rohit Shetty,"Ayushmann Khurrana, Kartik Aaryan, Salman Khan",129,121.49,300.75,6.8,2
Heart Awakens,2018,"Horror, Crime",Ayan Mukerji,"Shah Rukh Khan, Sidharth Malhotra, Ayushmann Khurrana",155,111.5,299.05,4.5,2
Shadow Diaries,2018,"Horror, Fantasy",Ayan Mukerji,"Shah Rukh Khan, Rajkummar Rao, Ranbir Kapoor",114,34.42,42.64,5.4,1
War Rising,2018,"Thriller, Thriller",Farhan Akhtar,"Sidharth Malhotra, Tiger Shroff, Varun Dhawan",142,24.24,62.13,8.4,2
Dream Awakens,2018,"Drama, Mystery",Zoya Akhtar,"Salman Khan, Varun Dhawan, Kartik Aaryan",147,13.47,19.8,7.6,1
Storm Saga,2018,"Drama, Comedy",Anurag Kashyap,"Ayushmann Khurrana, Ranbir Kapoor, Rajkummar Rao",98,159.43,141.74,5.5,0
Shadow Forever,2018,"Comedy, Horror",Farhan Akhtar,"Sidharth Malhotra, Rajkummar Rao, Aamir Khan",92,83.5,226.08,4.4,2
Love Rising,2018,"Horror, Adventure",Rajkumar Hirani,"Rajkummar Rao, Sidharth Malhotra, Varun Dhawan",169,243.6,395.73,8.8,1
Heart Saga,2018,"Horror, Horror",S. S. Rajamouli,"Vicky Kaushal, Aamir Khan, Ranbir Kapoor",134,253.19,283.84,6.4,1
Dream Code,2018,"Crime, Fantasy",Anurag Kashyap,"Ranveer Singh, Sidharth Malhotra, Kartik Aaryan",179,220.6,579.57,5.7,2
Hope Returns,2018,"Horror, Fantasy",Sanjay Leela Bhansali,"Salman Khan, Sidharth Malhotra, Vicky Kaushal",142,223.09,204.58,4.3,0
Hope Unleashed,2018,"Fantasy, Drama",Sanjay Leela Bhansali,"Salman Khan, Shah Rukh Khan, Kartik Aaryan",180,242.05,799.0,5.8,2
Hope Unleashed,2018,"Fantasy, Comedy",Rohit Shetty,"Hrithik Roshan, Tiger Shroff, Kartik Aaryan",97,98.83,331.8,6.2,2
Dream Diaries,2018,"Adventure, Crime",Karan Johar,"Kartik Aaryan, Sidharth Malhotra, Vicky Kaushal",167,210.57,535.88,6.5,2
Night Awakens,2018,"Horror, Fantasy",Rajkumar Hirani,"Tiger Shroff, Rajkummar Rao, Vicky Kaushal",121,169.6,183.4,7.1,1
King Diaries,2018,"Drama, Action",Sanjay Leela Bhansali,"Vicky Kaushal, Rajkummar Rao, Ranbir Kapoor",111,142.55,326.75,8.0,2
King Forever,2018,"Action, Thriller",Ayan Mukerji,"Akshay Kumar, Hrithik Roshan, Vicky Kaushal",91,141.61,469.19,5.6,2
Revenge Awakens,2018,"Comedy, Adventure",S. S. Rajamouli,"Varun Dhawan, Kartik Aaryan, Hrithik Roshan",132,249.99,188.95,8.4,0
Dream Diaries,2018,"Comedy, Drama",Ayan Mukerji,"Salman Khan, Aamir Khan, Varun Dhawan",169,286.82,768.72,4.9,2
King Awakens,2018,"Thriller, Drama",Karan Johar,"Varun Dhawan, Shah Rukh Khan, Hrithik Roshan",107,175.87,317.86,4.2,1
Revenge Returns,2018,"Crime, Adventure",Karan Johar,"Kartik Aaryan, Salman Khan, Ayushmann Khurrana",154,235.97,716.4,8.9,2
Revenge Unleashed,2018,"Thriller, Romance",Zoya Akhtar,"Hrithik Roshan, Akshay Kumar, Ranbir Kapoor",112,106.17,64.24,8.5,0
King Saga,2018,"Fantasy, Mystery",Ayan Mukerji,"Aamir Khan, Salman Khan, Ranveer Singh",145,248.2,139.06,7.3,0
Night Saga,2018,"Fantasy, Mystery",Rajkumar Hirani,"Rajkummar Rao, Akshay Kumar, Ayushmann Khurrana",141,123.65,245.38,4.4,1
Shadow Chronicles,2018,"Comedy, Fantasy",Rajkumar Hirani,"Tiger Shroff, Ranveer Singh, Sidharth Malhotra",180,50.69,86.56,5.4,1
Revenge Awakens,2018,"Horror, Romance",Ayan Mukerji,"Salman Khan, Tiger Shroff, Rajkummar Rao",112,210.41,362.53,9.3,1
War Unleashed,2018,"Horror, Fantasy",Anurag Kashyap,"Kartik Aaryan, Ranveer Singh, Shah Rukh Khan",117,223.0,729.8,7.6,2
Hope Chronicles,2018,"Crime, Comedy",Farhan Akhtar,"Shah Rukh Khan, Akshay Kumar, Hrithik Roshan",146,187.72,240.94,6.0,1
Heart Chronicles,2018,"Drama, Adventure",Rohit Shetty,"Tiger Shroff, Sidharth Malhotra, Ranveer Singh",109,230.36,802.75,5.7,2
Love Awakens,2018,"Horror, Adventure",Sanjay Leela Bhansali,"Ayushmann Khurrana, Hrithik Roshan, Shah Rukh Khan",149,169.73,132.21,6.8,0
Revenge Returns,2018,"Crime, Crime",Anurag Kashyap,"Kartik Aaryan, Vicky Kaushal, Ranveer Singh",110,186.04,494.96,8.3,2
War Diaries,2018,"Fantasy, Mystery",Rajkumar Hirani,"Shah Rukh Khan, Aamir Khan, Tiger Shroff",107,213.56,298.35,6.8,1
Love Saga,2018,"Thriller, Romance",Farhan Akhtar,"Tiger Shroff, Ranbir Kapoor, Rajkummar Rao",117,18.76,32.15,8.6,1
Heart Code,2018,"Crime, Mystery",Imtiaz Ali,"Sidharth Malhotra, Vicky Kaushal, Ranveer Singh",142,265.81,848.47,4.5,2
Revenge Saga,2018,"Horror, Action",Rajkumar Hirani,"Ayushmann Khurrana, Sidharth Malhotra, Shah Rukh Khan",178,132.16,319.58,9.3,2
Love Forever,2018,"Mystery, Romance",Kabir Khan,"Vicky Kaushal, Rajkummar Rao, Tiger Shroff",168,236.55,199.91,5.0,0
King Awakens,2018,"Drama, Thriller",Anurag Kashyap,"Sidharth Malhotra, Ranveer Singh, Rajkummar Rao",162,50.24,149.97,5.6,2
Shadow Awakens,2018,"Fantasy, Adventure",S. S. Rajamouli,"Ayushmann Khurrana, Vicky Kaushal, Salman Khan",101,174.21,588.62,4.3,2
Hope Affair,2018,"Comedy, Action",Rohit Shetty,"Kartik Aaryan, Ranveer Singh, Sidharth Malhotra",101,234.98,696.7,6.9,2
King Rising,2018,"Romance, Action",Sanjay Leela Bhansali,"Rajkummar Rao, Aamir Khan, Vicky Kaushal",136,238.91,264.86,8.1,1
Hope Diaries,2018,"Romance, Thriller",Imtiaz Ali,"Kartik Aaryan, Ranveer Singh, Sidharth Malhotra",135,33.5,94.29,4.3,2
Shadow Diaries,2018,"Crime, Comedy",Kabir Khan,"Shah Rukh Khan, Aamir Khan, Ranbir Kapoor",145,118.27,95.4,7.7,0
King Returns,2019,"Comedy, Comedy",Zoya Akhtar,"Varun Dhawan, Shah Rukh Khan, Aamir Khan",92,92.4,295.75,7.4,2
Night Unleashed,2019,"Fantasy, Comedy",Rohit Shetty,"Salman Khan, Rajkummar Rao, Aamir Khan",108,36.62,92.85,6.6,2
Storm Saga,2019,"Adventure, Horror",Ayan Mukerji,"Varun Dhawan, Aamir Khan, Ayushmann Khurrana",115,11.01,14.74,8.9,1
Night Unleashed,2019,"Romance, Action",Kabir Khan,"Hrithik Roshan, Vicky Kaushal, Rajkummar Rao",125,28.9,48.56,9.4,1
Shadow Returns,2019,"Fantasy, Mystery",S. S. Rajamouli,"Ayushmann Khurrana, Rajkummar Rao, Ranveer Singh",117,266.77,818.83,4.3,2
Heart Unleashed,2019,"Thriller, Adventure",Farhan Akhtar,"Ranveer Singh, Ayushmann Khurrana, Sidharth Malhotra",132,116.93,347.7,5.2,2
War Returns,2019,"Comedy, Fantasy",Rajkumar Hirani,"Kartik Aaryan, Ranbir Kapoor, Tiger Shroff",101,248.99,442.4,7.8,1
Shadow Saga,2019,"Comedy, Thriller",Ayan Mukerji,"Rajkummar Rao, Ranbir Kapoor, Kartik Aaryan",120,32.11,84.43,4.4,2
Shadow Chronicles,2019,"Comedy, Thriller",Farhan Akhtar,"Aamir Khan, Akshay Kumar, Ranveer Singh",174,263.72,659.72,9.2,2
Night Forever,2019,"Mystery, Drama",Farhan Akhtar,"Aamir Khan, Rajkummar Rao, Ranveer Singh",95,141.06,266.86,5.8,1
Dream Saga,2019,"Fantasy, Romance",Karan Johar,"Rajkummar Rao, Akshay Kumar, Sidharth Malhotra",98,199.47,187.37,7.3,0
King Returns,2019,"Crime, Romance",Kabir Khan,"Hrithik Roshan, Sidharth Malhotra, Tiger Shroff",101,52.0,96.97,8.2,1
Love Diaries,2019,"Fantasy, Fantasy",Kabir Khan,"Varun Dhawan, Rajkummar Rao, Ayushmann Khurrana",133,19.52,27.51,7.1,1
Heart Unleashed,2019,"Adventure, Drama",Karan Johar,"Ranveer Singh, Shah Rukh Khan, Kartik Aaryan",121,186.83,598.03,8.1,2
Heart Unleashed,2019,"Horror, Horror",S. S. Rajamouli,"Shah Rukh Khan, Akshay Kumar, Ayushmann Khurrana",104,43.71,147.75,9.0,2
Dream Affair,2019,"Thriller, Adventure",Imtiaz Ali,"Kartik Aaryan, Akshay Kumar, Salman Khan",121,142.94,242.22,7.5,1
Heart Diaries,2019,"Crime, Romance",Kabir Khan,"Hrithik Roshan, Shah Rukh Khan, Ayushmann Khurrana",147,188.67,172.4,5.3,0
Storm Chronicles,2019,"Horror, Thriller",Anurag Kashyap,"Salman Khan, Varun Dhawan, Aamir Khan",127,166.52,227.24,7.4,1
Revenge Rising,2019,"Fantasy, Romance",Imtiaz Ali,"Tiger Shroff, Hrithik Roshan, Vicky Kaushal",144,160.91,95.17,5.9,0
Revenge Diaries,2019,"Drama, Comedy",Rajkumar Hirani,"Sidharth Malhotra, Akshay Kumar, Ayushmann Khurrana",133,190.12,257.99,6.9,1
Night Forever,2019,"Action, Horror",S. S. Rajamouli,"Aamir Khan, Kartik Aaryan, Varun Dhawan",159,140.86,490.54,4.4,2
Love Affair,2019,"Thriller, Thriller",Zoya Akhtar,"Varun Dhawan, Kartik Aaryan, Vicky Kaushal",118,144.43,206.01,8.2,1
War Chronicles,2019,"Comedy, Romance",Zoya Akhtar,"Ranveer Singh, Tiger Shroff, Vicky Kaushal",169,153.34,516.3,7.4,2
Revenge Code,2019,"Action, Crime",Farhan Akhtar,"Akshay Kumar, Varun Dhawan, Vicky Kaushal",113,282.01,169.76,4.8,0
King Code,2019,"Crime, Romance",Rajkumar Hirani,"Akshay Kumar, Sidharth Malhotra, Kartik Aaryan",169,68.28,127.0,8.2,1
War Unleashed,2019,"Crime, Action",Zoya Akhtar,"Rajkummar Rao, Kartik Aaryan, Hrithik Roshan",109,148.41,402.52,7.5,2
Revenge Diaries,2019,"Fantasy, Crime",Rajkumar Hirani,"Sidharth Malhotra, Tiger Shroff, Hrithik Roshan",170,229.85,362.05,8.3,1
Hope Returns,2019,"Horror, Drama",S. S. Rajamouli,"Vicky Kaushal, Sidharth Malhotra, Ayushmann Khurrana",99,124.73,370.31,7.3,2
Hope Saga,2019,"Crime, Drama",Rohit Shetty,"Shah Rukh Khan, Sidharth Malhotra, Vicky Kaushal",108,123.13,128.36,4.8,1
War Forever,2019,"Mystery, Mystery",Sanjay Leela Bhansali,"Ayushmann Khurrana, Ranbir Kapoor, Salman Khan",90,112.96,87.74,4.7,0
Dream Rising,2019,"Crime, Mystery",Anurag Kashyap,"Rajkummar Rao, Ranbir Kapoor, Tiger Shroff",90,94.65,301.13,5.0,2
War Code,2019,"Romance, Action",Anurag Kashyap,"Tiger Shroff, Kartik Aaryan, Sidharth Malhotra",165,267.17,263.2,8.0,0
Hope Rising,2019,"Romance, Thriller",Sanjay Leela Bhansali,"Kartik Aaryan, Akshay Kumar, Sidharth Malhotra",130,271.4,618.6,5.6,2
Revenge Chronicles,2019,"Action, Adventure",Ayan Mukerji,"Hrithik Roshan, Ranveer Singh, Akshay Kumar",176,56.47,58.09,8.9,1
Revenge Saga,2019,"Action, Thriller",Anurag Kashyap,"Shah Rukh Khan, Ayushmann Khurrana, Vicky Kaushal",143,54.06,68.08,7.5,1
Storm Diaries,2019,"Romance, Fantasy",S. S. Rajamouli,"Shah Rukh Khan, Tiger Shroff, Rajkummar Rao",110,116.25,277.08,9.5,2
Night Awakens,2019,"Fantasy, Thriller",Farhan Akhtar,"Akshay Kumar, Shah Rukh Khan, Varun Dhawan",90,198.14,505.43,5.2,2
Love Chronicles,2019,"Comedy, Horror",Rohit Shetty,"Rajkummar Rao, Vicky Kaushal, Sidharth Malhotra",124,13.77,30.52,7.7,2
Night Affair,2019,"Drama, Horror",Sanjay Leela Bhansali,"Salman Khan, Shah Rukh Khan, Kartik Aaryan",101,35.51,95.21,7.9,2
Hope Awakens,2019,"Horror, Romance",Farhan Akhtar,"Varun Dhawan, Ranbir Kapoor, Tiger Shroff",106,154.78,510.44,8.7,2
Night Chronicles,2019,"Crime, Romance",Zoya Akhtar,"Rajkummar Rao, Shah Rukh Khan, Hrithik Roshan",110,96.57,63.08,5.4,0
Shadow Saga,2019,"Drama, Adventure",Rohit Shetty,"Kartik Aaryan, Rajkummar Rao, Shah Rukh Khan",157,76.01,158.37,7.4,2
Storm Saga,2019,"Thriller, Horror",Ayan Mukerji,"Vicky Kaushal, Varun Dhawan, Shah Rukh Khan",146,24.61,75.8,5.4,2
Love Code,2019,"Adventure, Horror",S. S. Rajamouli,"Vicky Kaushal, Ranveer Singh, Shah Rukh Khan",120,52.7,139.8,6.5,2
Love Code,2019,"Drama, Thriller",Kabir Khan,"Salman Khan, Ayushmann Khurrana, Aamir Khan",94,168.25,192.76,7.8,1
Hope Unleashed,2019,"Fantasy, Romance",Kabir Khan,"Tiger Shroff, Shah Rukh Khan, Kartik Aaryan",175,279.56,366.79,8.1,1
Revenge Diaries,2019,"Romance, Fantasy",S. S. Rajamouli,"Aamir Khan, Akshay Kumar, Ayushmann Khurrana",171,74.98,106.64,6.3,1
Dream Saga,2019,"Action, Fantasy",Karan Johar,"Shah Rukh Khan, Varun Dhawan, Ranbir Kapoor",146,192.5,521.54,5.2,2
War Rising,2019,"Mystery, Thriller",Zoya Akhtar,"Varun Dhawan, Ayushmann Khurrana, Vicky Kaushal",170,205.15,158.36,5.9,0
Night Chronicles,2019,"Adventure, Mystery",Kabir Khan,"Hrithik Roshan, Aamir Khan, Akshay Kumar",153,266.24,485.88,9.4,1
Dream Saga,2019,"Romance, Mystery",Zoya Akhtar,"Varun Dhawan, Kartik Aaryan, Sidharth Malhotra",178,22.58,78.33,8.3,2
Hope Forever,2019,"Comedy, Drama",Karan Johar,"Kartik Aaryan, Rajkummar Rao, Varun Dhawan",154,267.43,571.84,4.4,2
Storm Chronicles,2019,"Mystery, Crime",S. S. Rajamouli,"Kartik Aaryan, Ranveer Singh, Aamir Khan",99,270.92,506.65,8.2,1
Heart Unleashed,2019,"Adventure, Horror",Zoya Akhtar,"Varun Dhawan, Salman Khan, Sidharth Malhotra",99,13.94,27.41,6.6,1
King Awakens,2019,"Romance, Fantasy",Rohit Shetty,"Vicky Kaushal, Rajkummar Rao, Shah Rukh Khan",165,229.91,585.75,8.7,2
King Unleashed,2019,"Adventure, Fantasy",Karan Johar,"Tiger Shroff, Aamir Khan, Salman Khan",94,60.13,125.88,8.1,2
Hope Rising,2019,"Mystery, Horror",Imtiaz Ali,"Salman Khan, Kartik Aaryan, Shah Rukh Khan",113,68.09,86.63,7.4,1
Shadow Awakens,2019,"Mystery, Action",Karan Johar,"Aamir Khan, Kartik Aaryan, Shah Rukh Khan",170,242.84,711.35,8.0,2
Dream Saga,2019,"Crime, Action",Rajkumar Hirani,"Salman Khan, Sidharth Malhotra, Ranbir Kapoor",103,15.02,19.27,4.0,1
Love Saga,2019,"Adventure, Thriller",Farhan Akhtar,"Sidharth Malhotra, Tiger Shroff, Ayushmann Khurrana",121,259.36,491.42,8.0,1
Night Chronicles,2019,"Action, Mystery",Karan Johar,"Ayushmann Khurrana, Sidharth Malhotra, Ranbir Kapoor",134,96.59,302.84,4.3,2
Hope Affair,2019,"Crime, Fantasy",Sanjay Leela Bhansali,"Ranveer Singh, Ranbir Kapoor, Varun Dhawan",97,33.11,31.48,6.9,0
King Unleashed,2019,"Horror, Drama",S. S. Rajamouli,"Ranveer Singh, Akshay Kumar, Rajkummar Rao",151,115.79,224.39,9.0,1
Heart Affair,2019,"Thriller, Action",Rajkumar Hirani,"Sidharth Malhotra, Kartik Aaryan, Varun Dhawan",120,296.21,834.36,6.6,2
Dream Chronicles,2019,"Adventure, Horror",Zoya Akhtar,"Rajkummar Rao, Shah Rukh Khan, Ranbir Kapoor",121,46.25,85.03,9.1,1
Love Chronicles,2019,"Mystery, Fantasy",Ayan Mukerji,"Varun Dhawan, Salman Khan, Akshay Kumar",114,263.26,549.91,6.0,2
Heart Rising,2019,"Action, Fantasy",Kabir Khan,"Salman Khan, Tiger Shroff, Ranbir Kapoor",92,163.23,442.11,4.9,2
Love Affair,2019,"Comedy, Drama",Kabir Khan,"Tiger Shroff, Kartik Aaryan, Salman Khan",165,195.77,650.25,4.1,2
Heart Affair,2019,"Horror, Adventure",S. S. Rajamouli,"Rajkummar Rao, Vicky Kaushal, Shah Rukh Khan",132,79.85,119.63,7.4,1
Heart Awakens,2019,"Comedy, Fantasy",Rohit Shetty,"Vicky Kaushal, Ayushmann Khurrana, Ranbir Kapoor",177,28.34,71.12,8.6,2
Dream Awakens,2019,"Action, Drama",Anurag Kashyap,"Hrithik Roshan, Tiger Shroff, Rajkummar Rao",107,35.09,30.72,8.2,0
Heart Code,2019,"Adventure, Adventure",Rajkumar Hirani,"Hrithik Roshan, Ayushmann Khurrana, Tiger Shroff",154,77.24,219.79,5.9,2
Night Unleashed,2019,"Thriller, Crime",Anurag Kashyap,"Salman Khan, Hrithik Roshan, Shah Rukh Khan",136,27.33,94.14,4.5,2
Shadow Affair,2019,"Crime, Horror",Zoya Akhtar,"Kartik Aaryan, Tiger Shroff, Akshay Kumar",90,227.94,197.31,4.2,0
Love Saga,2019,"Action, Crime",Kabir Khan,"Ayushmann Khurrana, Kartik Aaryan, Sidharth Malhotra",111,262.73,633.08,7.5,2
Dream Returns,2019,"Mystery, Drama",Imtiaz Ali,"Rajkummar Rao, Varun Dhawan, Ranveer Singh",114,154.39,303.49,7.4,1
Dream Rising,2019,"Drama, Mystery",S. S. Rajamouli,"Hrithik Roshan, Vicky Kaushal, Rajkummar Rao",139,249.36,211.74,4.9,0
Storm Returns,2019,"Adventure, Drama",Zoya Akhtar,"Hrithik Roshan, Sidharth Malhotra, Aamir Khan",98,163.24,95.82,6.2,0
War Returns,2019,"Adventure, Drama",Zoya Akhtar,"Rajkummar Rao, Ranveer Singh, Aamir Khan",108,200.99,604.64,7.8,2
Night Diaries,2019,"Action, Drama",Kabir Khan,"Aamir Khan, Varun Dhawan, Vicky Kaushal",160,278.85,350.33,7.5,1
Revenge Unleashed,2019,"Horror, Thriller",Imtiaz Ali,"Ranveer Singh, Ayushmann Khurrana, Rajkummar Rao",136,42.11,88.22,6.8,2
Dream Returns,2019,"Action, Fantasy",Anurag Kashyap,"Ranbir Kapoor, Sidharth Malhotra, Aamir Khan",105,22.44,12.5,7.6,0
Hope Rising,2019,"Comedy, Comedy",Imtiaz Ali,"Varun Dhawan, Shah Rukh Khan, Vicky Kaushal",118,87.92,148.36,6.8,1
Love Affair,2019,"Action, Drama",Karan Johar,"Ranveer Singh, Ayushmann Khurrana, Shah Rukh Khan",127,16.72,15.43,7.3,0
Shadow Rising,2019,"Crime, Thriller",Ayan Mukerji,"Sidharth Malhotra, Kartik Aaryan, Ranveer Singh",126,141.3,281.17,4.6,1
Night Code,2019,"Crime, Action",Sanjay Leela Bhansali,"Kartik Aaryan, Ayushmann Khurrana, Akshay Kumar",128,270.08,618.87,9.2,2
Dream Returns,2019,"Action, Action",Imtiaz Ali,"Ranbir Kapoor, Tiger Shroff, Ayushmann Khurrana",170,171.43,346.05,9.4,2
Revenge Saga,2019,"Action, Adventure",Rohit Shetty,"Rajkummar Rao, Vicky Kaushal, Akshay Kumar",133,109.41,257.16,5.6,2
Hope Code,2019,"Fantasy, Drama",Rajkumar Hirani,"Ayushmann Khurrana, Varun Dhawan, Aamir Khan",171,286.28,508.73,9.2,1
Revenge Saga,2019,"Adventure, Comedy",Rohit Shetty,"Tiger Shroff, Vicky Kaushal, Rajkummar Rao",180,207.99,639.57,7.0,2
Shadow Returns,2019,"Drama, Adventure",S. S. Rajamouli,"Hrithik Roshan, Salman Khan, Varun Dhawan",167,182.41,213.82,9.2,1
Love Awakens,2019,"Fantasy, Action",Sanjay Leela Bhansali,"Shah Rukh Khan, Aamir Khan, Salman Khan",133,67.12,227.1,7.3,2
Storm Rising,2019,"Mystery, Fantasy",Ayan Mukerji,"Aamir Khan, Vicky Kaushal, Sidharth Malhotra",135,244.32,769.23,4.9,2
Shadow Affair,2019,"Mystery, Mystery",S. S. Rajamouli,"Shah Rukh Khan, Ranbir Kapoor, Varun Dhawan",146,236.01,321.7,4.0,1
Storm Awakens,2019,"Crime, Thriller",Zoya Akhtar,"Shah Rukh Khan, Hrithik Roshan, Ranbir Kapoor",95,219.71,555.08,5.8,2
Love Code,2019,"Comedy, Adventure",Rohit Shetty,"Rajkummar Rao, Shah Rukh Khan, Ayushmann Khurrana",99,245.75,535.7,6.0,2
Heart Chronicles,2019,"Horror, Thriller",Kabir Khan,"Varun Dhawan, Sidharth Malhotra, Ranbir Kapoor",129,120.95,351.79,6.1,2
Revenge Affair,2019,"Romance, Mystery",Karan Johar,"Salman Khan, Kartik Aaryan, Sidharth Malhotra",118,262.87,554.87,9.0,2
Hope Forever,2019,"Crime, Horror",S. S. Rajamouli,"Ayushmann Khurrana, Rajkummar Rao, Kartik Aaryan",174,38.6,64.43,6.4,1
Revenge Chronicles,2019,"Crime, Mystery",S. S. Rajamouli,"Sidharth Malhotra, Ranveer Singh, Shah Rukh Khan",141,180.48,325.19,7.9,1
Revenge Affair,2019,"Action, Horror",Karan Johar,"Akshay Kumar, Vicky Kaushal, Ayushmann Khurrana",155,230.09,550.79,9.1,2
Dream Awakens,2019,"Drama, Drama",Rohit Shetty,"Ranbir Kapoor, Ranveer Singh, Hrithik Roshan",154,146.47,440.0,5.7,2
Hope Forever,2019,"Adventure, Romance",Sanjay Leela Bhansali,"Ranbir Kapoor, Kartik Aaryan, Sidharth Malhotra",139,167.74,389.61,6.5,2
Hope Unleashed,2019,"Fantasy, Thriller",Imtiaz Ali,"Shah Rukh Khan, Akshay Kumar, Ayushmann Khurrana",148,217.95,617.31,6.4,2
